(maxduration 1000)

(initial_agentposition (pos-r 15) (pos-c 13) (direction south))
(prior-cell (pos-r 7) (pos-c 1) (contains Wall))
(prior-cell (pos-r 6) (pos-c 1) (contains Wall))
(prior-cell (pos-r 5) (pos-c 1) (contains Wall))
(prior-cell (pos-r 4) (pos-c 1) (contains Wall))
(prior-cell (pos-r 3) (pos-c 1) (contains Wall))
(prior-cell (pos-r 2) (pos-c 1) (contains Wall))
(prior-cell (pos-r 1) (pos-c 1) (contains Wall))
(prior-cell (pos-r 20) (pos-c 2) (contains Wall))
(prior-cell (pos-r 19) (pos-c 2) (contains Seat))
(prior-cell (pos-r 18) (pos-c 2) (contains Seat))
(prior-cell (pos-r 17) (pos-c 2) (contains Empty))
(prior-cell (pos-r 16) (pos-c 2) (contains Empty))
(prior-cell (pos-r 15) (pos-c 2) (contains FD))
(prior-cell (pos-r 14) (pos-c 2) (contains DD))
(prior-cell (pos-r 13) (pos-c 2) (contains Empty))
(prior-cell (pos-r 12) (pos-c 2) (contains Empty))
(prior-cell (pos-r 11) (pos-c 2) (contains Empty))
(prior-cell (pos-r 10) (pos-c 2) (contains Empty))
(prior-cell (pos-r 9) (pos-c 2) (contains Empty))
(prior-cell (pos-r 8) (pos-c 2) (contains Seat))
(prior-cell (pos-r 7) (pos-c 2) (contains Seat))
(prior-cell (pos-r 6) (pos-c 2) (contains Wall))
(prior-cell (pos-r 5) (pos-c 2) (contains Empty))
(prior-cell (pos-r 4) (pos-c 2) (contains Seat))
(prior-cell (pos-r 3) (pos-c 2) (contains Seat))
(prior-cell (pos-r 2) (pos-c 2) (contains Empty))
(prior-cell (pos-r 1) (pos-c 2) (contains Wall))
(prior-cell (pos-r 20) (pos-c 3) (contains Wall))
(prior-cell (pos-r 19) (pos-c 3) (contains Seat))
(prior-cell (pos-r 18) (pos-c 3) (contains Table))
(prior-cell (pos-r 17) (pos-c 3) (contains Empty))
(prior-cell (pos-r 16) (pos-c 3) (contains Empty))
(prior-cell (pos-r 15) (pos-c 3) (contains Empty))
(prior-cell (pos-r 14) (pos-c 3) (contains Empty))
(prior-cell (pos-r 13) (pos-c 3) (contains Empty))
(prior-cell (pos-r 12) (pos-c 3) (contains Empty))
(prior-cell (pos-r 11) (pos-c 3) (contains Empty))
(prior-cell (pos-r 10) (pos-c 3) (contains Empty))
(prior-cell (pos-r 9) (pos-c 3) (contains Empty))
(prior-cell (pos-r 8) (pos-c 3) (contains Table))
(prior-cell (pos-r 7) (pos-c 3) (contains Seat))
(prior-cell (pos-r 6) (pos-c 3) (contains Wall))
(prior-cell (pos-r 5) (pos-c 3) (contains Seat))
(prior-cell (pos-r 4) (pos-c 3) (contains Table))
(prior-cell (pos-r 3) (pos-c 3) (contains Empty))
(prior-cell (pos-r 2) (pos-c 3) (contains Empty))
(prior-cell (pos-r 1) (pos-c 3) (contains Wall))
(prior-cell (pos-r 20) (pos-c 4) (contains Wall))
(prior-cell (pos-r 19) (pos-c 4) (contains Seat))
(prior-cell (pos-r 18) (pos-c 4) (contains Empty))
(prior-cell (pos-r 17) (pos-c 4) (contains Empty))
(prior-cell (pos-r 16) (pos-c 4) (contains Empty))
(prior-cell (pos-r 15) (pos-c 4) (contains Empty))
(prior-cell (pos-r 14) (pos-c 4) (contains Empty))
(prior-cell (pos-r 13) (pos-c 4) (contains Empty))
(prior-cell (pos-r 12) (pos-c 4) (contains Empty))
(prior-cell (pos-r 11) (pos-c 4) (contains Empty))
(prior-cell (pos-r 10) (pos-c 4) (contains Empty))
(prior-cell (pos-r 9) (pos-c 4) (contains Empty))
(prior-cell (pos-r 8) (pos-c 4) (contains Empty))
(prior-cell (pos-r 7) (pos-c 4) (contains Seat))
(prior-cell (pos-r 6) (pos-c 4) (contains Wall))
(prior-cell (pos-r 5) (pos-c 4) (contains Seat))
(prior-cell (pos-r 4) (pos-c 4) (contains Empty))
(prior-cell (pos-r 3) (pos-c 4) (contains Empty))
(prior-cell (pos-r 2) (pos-c 4) (contains Empty))
(prior-cell (pos-r 1) (pos-c 4) (contains Wall))
(prior-cell (pos-r 20) (pos-c 5) (contains Wall))
(prior-cell (pos-r 19) (pos-c 5) (contains Empty))
(prior-cell (pos-r 18) (pos-c 5) (contains Empty))
(prior-cell (pos-r 17) (pos-c 5) (contains Empty))
(prior-cell (pos-r 16) (pos-c 5) (contains Empty))
(prior-cell (pos-r 15) (pos-c 5) (contains Seat))
(prior-cell (pos-r 14) (pos-c 5) (contains Wall))
(prior-cell (pos-r 13) (pos-c 5) (contains Empty))
(prior-cell (pos-r 12) (pos-c 5) (contains Empty))
(prior-cell (pos-r 11) (pos-c 5) (contains Empty))
(prior-cell (pos-r 10) (pos-c 5) (contains Empty))
(prior-cell (pos-r 9) (pos-c 5) (contains Empty))
(prior-cell (pos-r 8) (pos-c 5) (contains Empty))
(prior-cell (pos-r 7) (pos-c 5) (contains Empty))
(prior-cell (pos-r 6) (pos-c 5) (contains Empty))
(prior-cell (pos-r 5) (pos-c 5) (contains Empty))
(prior-cell (pos-r 4) (pos-c 5) (contains Empty))
(prior-cell (pos-r 3) (pos-c 5) (contains Empty))
(prior-cell (pos-r 2) (pos-c 5) (contains Empty))
(prior-cell (pos-r 1) (pos-c 5) (contains Wall))
(prior-cell (pos-r 20) (pos-c 6) (contains Wall))
(prior-cell (pos-r 19) (pos-c 6) (contains Empty))
(prior-cell (pos-r 18) (pos-c 6) (contains Empty))
(prior-cell (pos-r 17) (pos-c 6) (contains Empty))
(prior-cell (pos-r 16) (pos-c 6) (contains Empty))
(prior-cell (pos-r 15) (pos-c 6) (contains Table))
(prior-cell (pos-r 14) (pos-c 6) (contains Wall))
(prior-cell (pos-r 13) (pos-c 6) (contains Seat))
(prior-cell (pos-r 12) (pos-c 6) (contains Seat))
(prior-cell (pos-r 11) (pos-c 6) (contains Empty))
(prior-cell (pos-r 10) (pos-c 6) (contains Empty))
(prior-cell (pos-r 9) (pos-c 6) (contains Empty))
(prior-cell (pos-r 8) (pos-c 6) (contains Empty))
(prior-cell (pos-r 7) (pos-c 6) (contains Empty))
(prior-cell (pos-r 6) (pos-c 6) (contains Empty))
(prior-cell (pos-r 5) (pos-c 6) (contains Empty))
(prior-cell (pos-r 4) (pos-c 6) (contains Empty))
(prior-cell (pos-r 3) (pos-c 6) (contains Seat))
(prior-cell (pos-r 2) (pos-c 6) (contains Seat))
(prior-cell (pos-r 1) (pos-c 6) (contains Wall))
(prior-cell (pos-r 20) (pos-c 7) (contains Wall))
(prior-cell (pos-r 19) (pos-c 7) (contains Seat))
(prior-cell (pos-r 18) (pos-c 7) (contains Seat))
(prior-cell (pos-r 17) (pos-c 7) (contains Empty))
(prior-cell (pos-r 16) (pos-c 7) (contains Seat))
(prior-cell (pos-r 15) (pos-c 7) (contains Seat))
(prior-cell (pos-r 14) (pos-c 7) (contains Wall))
(prior-cell (pos-r 13) (pos-c 7) (contains Seat))
(prior-cell (pos-r 12) (pos-c 7) (contains Table))
(prior-cell (pos-r 11) (pos-c 7) (contains Empty))
(prior-cell (pos-r 10) (pos-c 7) (contains Empty))
(prior-cell (pos-r 9) (pos-c 7) (contains Empty))
(prior-cell (pos-r 8) (pos-c 7) (contains Empty))
(prior-cell (pos-r 7) (pos-c 7) (contains Seat))
(prior-cell (pos-r 6) (pos-c 7) (contains Empty))
(prior-cell (pos-r 5) (pos-c 7) (contains Empty))
(prior-cell (pos-r 4) (pos-c 7) (contains Empty))
(prior-cell (pos-r 3) (pos-c 7) (contains Table))
(prior-cell (pos-r 2) (pos-c 7) (contains Seat))
(prior-cell (pos-r 1) (pos-c 7) (contains Wall))
(prior-cell (pos-r 20) (pos-c 8) (contains Wall))
(prior-cell (pos-r 19) (pos-c 8) (contains Seat))
(prior-cell (pos-r 18) (pos-c 8) (contains Table))
(prior-cell (pos-r 17) (pos-c 8) (contains Empty))
(prior-cell (pos-r 16) (pos-c 8) (contains Empty))
(prior-cell (pos-r 15) (pos-c 8) (contains Empty))
(prior-cell (pos-r 14) (pos-c 8) (contains Wall))
(prior-cell (pos-r 13) (pos-c 8) (contains Seat))
(prior-cell (pos-r 12) (pos-c 8) (contains Empty))
(prior-cell (pos-r 11) (pos-c 8) (contains Empty))
(prior-cell (pos-r 10) (pos-c 8) (contains Empty))
(prior-cell (pos-r 9) (pos-c 8) (contains Empty))
(prior-cell (pos-r 8) (pos-c 8) (contains Table))
(prior-cell (pos-r 7) (pos-c 8) (contains Seat))
(prior-cell (pos-r 6) (pos-c 8) (contains Empty))
(prior-cell (pos-r 5) (pos-c 8) (contains Empty))
(prior-cell (pos-r 4) (pos-c 8) (contains Empty))
(prior-cell (pos-r 3) (pos-c 8) (contains Empty))
(prior-cell (pos-r 2) (pos-c 8) (contains Empty))
(prior-cell (pos-r 1) (pos-c 8) (contains Wall))
(prior-cell (pos-r 20) (pos-c 9) (contains Wall))
(prior-cell (pos-r 19) (pos-c 9) (contains Empty))
(prior-cell (pos-r 18) (pos-c 9) (contains Seat))
(prior-cell (pos-r 17) (pos-c 9) (contains Empty))
(prior-cell (pos-r 16) (pos-c 9) (contains Empty))
(prior-cell (pos-r 15) (pos-c 9) (contains Empty))
(prior-cell (pos-r 14) (pos-c 9) (contains Empty))
(prior-cell (pos-r 13) (pos-c 9) (contains Empty))
(prior-cell (pos-r 12) (pos-c 9) (contains Empty))
(prior-cell (pos-r 11) (pos-c 9) (contains Empty))
(prior-cell (pos-r 10) (pos-c 9) (contains Empty))
(prior-cell (pos-r 9) (pos-c 9) (contains Empty))
(prior-cell (pos-r 8) (pos-c 9) (contains Seat))
(prior-cell (pos-r 7) (pos-c 9) (contains Seat))
(prior-cell (pos-r 6) (pos-c 9) (contains Empty))
(prior-cell (pos-r 5) (pos-c 9) (contains Empty))
(prior-cell (pos-r 4) (pos-c 9) (contains Empty))
(prior-cell (pos-r 3) (pos-c 9) (contains Empty))
(prior-cell (pos-r 2) (pos-c 9) (contains Empty))
(prior-cell (pos-r 1) (pos-c 9) (contains Wall))
(prior-cell (pos-r 20) (pos-c 10) (contains Wall))
(prior-cell (pos-r 19) (pos-c 10) (contains Empty))
(prior-cell (pos-r 18) (pos-c 10) (contains Empty))
(prior-cell (pos-r 17) (pos-c 10) (contains Empty))
(prior-cell (pos-r 16) (pos-c 10) (contains Empty))
(prior-cell (pos-r 15) (pos-c 10) (contains Empty))
(prior-cell (pos-r 14) (pos-c 10) (contains Empty))
(prior-cell (pos-r 13) (pos-c 10) (contains Empty))
(prior-cell (pos-r 12) (pos-c 10) (contains Empty))
(prior-cell (pos-r 11) (pos-c 10) (contains Empty))
(prior-cell (pos-r 10) (pos-c 10) (contains Empty))
(prior-cell (pos-r 9) (pos-c 10) (contains Empty))
(prior-cell (pos-r 8) (pos-c 10) (contains Empty))
(prior-cell (pos-r 7) (pos-c 10) (contains Empty))
(prior-cell (pos-r 6) (pos-c 10) (contains Empty))
(prior-cell (pos-r 5) (pos-c 10) (contains Empty))
(prior-cell (pos-r 4) (pos-c 10) (contains Empty))
(prior-cell (pos-r 3) (pos-c 10) (contains Empty))
(prior-cell (pos-r 2) (pos-c 10) (contains Empty))
(prior-cell (pos-r 1) (pos-c 10) (contains Wall))
(prior-cell (pos-r 20) (pos-c 11) (contains Wall))
(prior-cell (pos-r 19) (pos-c 11) (contains Empty))
(prior-cell (pos-r 18) (pos-c 11) (contains Empty))
(prior-cell (pos-r 17) (pos-c 11) (contains Empty))
(prior-cell (pos-r 16) (pos-c 11) (contains Empty))
(prior-cell (pos-r 15) (pos-c 11) (contains Empty))
(prior-cell (pos-r 14) (pos-c 11) (contains Empty))
(prior-cell (pos-r 13) (pos-c 11) (contains Empty))
(prior-cell (pos-r 12) (pos-c 11) (contains Empty))
(prior-cell (pos-r 11) (pos-c 11) (contains Empty))
(prior-cell (pos-r 10) (pos-c 11) (contains Empty))
(prior-cell (pos-r 9) (pos-c 11) (contains Empty))
(prior-cell (pos-r 8) (pos-c 11) (contains Empty))
(prior-cell (pos-r 7) (pos-c 11) (contains Empty))
(prior-cell (pos-r 6) (pos-c 11) (contains Empty))
(prior-cell (pos-r 5) (pos-c 11) (contains Empty))
(prior-cell (pos-r 4) (pos-c 11) (contains Empty))
(prior-cell (pos-r 3) (pos-c 11) (contains Empty))
(prior-cell (pos-r 2) (pos-c 11) (contains Empty))
(prior-cell (pos-r 1) (pos-c 11) (contains Wall))
(prior-cell (pos-r 20) (pos-c 12) (contains Wall))
(prior-cell (pos-r 19) (pos-c 12) (contains Empty))
(prior-cell (pos-r 18) (pos-c 12) (contains Empty))
(prior-cell (pos-r 17) (pos-c 12) (contains Empty))
(prior-cell (pos-r 16) (pos-c 12) (contains Empty))
(prior-cell (pos-r 15) (pos-c 12) (contains RB))
(prior-cell (pos-r 14) (pos-c 12) (contains Empty))
(prior-cell (pos-r 13) (pos-c 12) (contains Empty))
(prior-cell (pos-r 12) (pos-c 12) (contains Empty))
(prior-cell (pos-r 11) (pos-c 12) (contains Empty))
(prior-cell (pos-r 10) (pos-c 12) (contains Empty))
(prior-cell (pos-r 9) (pos-c 12) (contains Empty))
(prior-cell (pos-r 8) (pos-c 12) (contains Empty))
(prior-cell (pos-r 7) (pos-c 12) (contains FD))
(prior-cell (pos-r 6) (pos-c 12) (contains Wall))
(prior-cell (pos-r 5) (pos-c 12) (contains Seat))
(prior-cell (pos-r 4) (pos-c 12) (contains Empty))
(prior-cell (pos-r 3) (pos-c 12) (contains Empty))
(prior-cell (pos-r 2) (pos-c 12) (contains Empty))
(prior-cell (pos-r 1) (pos-c 12) (contains Wall))
(prior-cell (pos-r 20) (pos-c 13) (contains Wall))
(prior-cell (pos-r 19) (pos-c 13) (contains FD))
(prior-cell (pos-r 18) (pos-c 13) (contains Empty))
(prior-cell (pos-r 17) (pos-c 13) (contains Empty))
(prior-cell (pos-r 16) (pos-c 13) (contains Empty))
(prior-cell (pos-r 15) (pos-c 13) (contains Parking))
(prior-cell (pos-r 14) (pos-c 13) (contains Empty))
(prior-cell (pos-r 13) (pos-c 13) (contains Empty))
(prior-cell (pos-r 12) (pos-c 13) (contains Empty))
(prior-cell (pos-r 11) (pos-c 13) (contains Empty))
(prior-cell (pos-r 10) (pos-c 13) (contains Empty))
(prior-cell (pos-r 9) (pos-c 13) (contains Empty))
(prior-cell (pos-r 8) (pos-c 13) (contains Empty))
(prior-cell (pos-r 7) (pos-c 13) (contains DD))
(prior-cell (pos-r 6) (pos-c 13) (contains Wall))
(prior-cell (pos-r 5) (pos-c 13) (contains Table))
(prior-cell (pos-r 4) (pos-c 13) (contains Empty))
(prior-cell (pos-r 3) (pos-c 13) (contains Empty))
(prior-cell (pos-r 2) (pos-c 13) (contains Empty))
(prior-cell (pos-r 1) (pos-c 13) (contains Wall))
(prior-cell (pos-r 20) (pos-c 14) (contains Wall))
(prior-cell (pos-r 19) (pos-c 14) (contains DD))
(prior-cell (pos-r 18) (pos-c 14) (contains Empty))
(prior-cell (pos-r 17) (pos-c 14) (contains Empty))
(prior-cell (pos-r 16) (pos-c 14) (contains Empty))
(prior-cell (pos-r 15) (pos-c 14) (contains TB))
(prior-cell (pos-r 14) (pos-c 14) (contains Empty))
(prior-cell (pos-r 13) (pos-c 14) (contains Empty))
(prior-cell (pos-r 12) (pos-c 14) (contains Empty))
(prior-cell (pos-r 11) (pos-c 14) (contains Empty))
(prior-cell (pos-r 10) (pos-c 14) (contains Empty))
(prior-cell (pos-r 9) (pos-c 14) (contains Empty))
(prior-cell (pos-r 8) (pos-c 14) (contains Empty))
(prior-cell (pos-r 7) (pos-c 14) (contains Wall))
(prior-cell (pos-r 6) (pos-c 14) (contains Wall))
(prior-cell (pos-r 5) (pos-c 14) (contains Seat))
(prior-cell (pos-r 4) (pos-c 14) (contains Empty))
(prior-cell (pos-r 3) (pos-c 14) (contains Empty))
(prior-cell (pos-r 2) (pos-c 14) (contains Empty))
(prior-cell (pos-r 1) (pos-c 14) (contains Wall))
(prior-cell (pos-r 20) (pos-c 15) (contains Wall))
(prior-cell (pos-r 19) (pos-c 15) (contains Empty))
(prior-cell (pos-r 18) (pos-c 15) (contains Empty))
(prior-cell (pos-r 17) (pos-c 15) (contains Empty))
(prior-cell (pos-r 16) (pos-c 15) (contains Empty))
(prior-cell (pos-r 15) (pos-c 15) (contains Empty))
(prior-cell (pos-r 14) (pos-c 15) (contains Seat))
(prior-cell (pos-r 13) (pos-c 15) (contains Seat))
(prior-cell (pos-r 12) (pos-c 15) (contains Seat))
(prior-cell (pos-r 11) (pos-c 15) (contains Empty))
(prior-cell (pos-r 10) (pos-c 15) (contains Empty))
(prior-cell (pos-r 9) (pos-c 15) (contains Empty))
(prior-cell (pos-r 8) (pos-c 15) (contains Empty))
(prior-cell (pos-r 7) (pos-c 15) (contains RB))
(prior-cell (pos-r 6) (pos-c 15) (contains TB))
(prior-cell (pos-r 5) (pos-c 15) (contains Empty))
(prior-cell (pos-r 4) (pos-c 15) (contains Empty))
(prior-cell (pos-r 3) (pos-c 15) (contains Seat))
(prior-cell (pos-r 2) (pos-c 15) (contains Seat))
(prior-cell (pos-r 1) (pos-c 15) (contains Wall))
(prior-cell (pos-r 20) (pos-c 16) (contains Wall))
(prior-cell (pos-r 19) (pos-c 16) (contains Empty))
(prior-cell (pos-r 18) (pos-c 16) (contains Empty))
(prior-cell (pos-r 17) (pos-c 16) (contains Empty))
(prior-cell (pos-r 16) (pos-c 16) (contains Empty))
(prior-cell (pos-r 15) (pos-c 16) (contains Empty))
(prior-cell (pos-r 14) (pos-c 16) (contains Seat))
(prior-cell (pos-r 13) (pos-c 16) (contains Table))
(prior-cell (pos-r 12) (pos-c 16) (contains Empty))
(prior-cell (pos-r 11) (pos-c 16) (contains Empty))
(prior-cell (pos-r 10) (pos-c 16) (contains Empty))
(prior-cell (pos-r 9) (pos-c 16) (contains Empty))
(prior-cell (pos-r 8) (pos-c 16) (contains Empty))
(prior-cell (pos-r 7) (pos-c 16) (contains Empty))
(prior-cell (pos-r 6) (pos-c 16) (contains Empty))
(prior-cell (pos-r 5) (pos-c 16) (contains Empty))
(prior-cell (pos-r 4) (pos-c 16) (contains Empty))
(prior-cell (pos-r 3) (pos-c 16) (contains Table))
(prior-cell (pos-r 2) (pos-c 16) (contains Seat))
(prior-cell (pos-r 1) (pos-c 16) (contains Wall))
(prior-cell (pos-r 20) (pos-c 17) (contains Wall))
(prior-cell (pos-r 19) (pos-c 17) (contains Seat))
(prior-cell (pos-r 18) (pos-c 17) (contains Empty))
(prior-cell (pos-r 17) (pos-c 17) (contains Empty))
(prior-cell (pos-r 16) (pos-c 17) (contains Empty))
(prior-cell (pos-r 15) (pos-c 17) (contains Empty))
(prior-cell (pos-r 14) (pos-c 17) (contains Empty))
(prior-cell (pos-r 13) (pos-c 17) (contains Empty))
(prior-cell (pos-r 12) (pos-c 17) (contains Empty))
(prior-cell (pos-r 11) (pos-c 17) (contains Empty))
(prior-cell (pos-r 10) (pos-c 17) (contains Empty))
(prior-cell (pos-r 9) (pos-c 17) (contains Empty))
(prior-cell (pos-r 8) (pos-c 17) (contains Empty))
(prior-cell (pos-r 7) (pos-c 17) (contains Empty))
(prior-cell (pos-r 6) (pos-c 17) (contains Empty))
(prior-cell (pos-r 5) (pos-c 17) (contains Empty))
(prior-cell (pos-r 4) (pos-c 17) (contains Empty))
(prior-cell (pos-r 3) (pos-c 17) (contains Empty))
(prior-cell (pos-r 2) (pos-c 17) (contains Empty))
(prior-cell (pos-r 1) (pos-c 17) (contains Wall))
(prior-cell (pos-r 20) (pos-c 18) (contains Wall))
(prior-cell (pos-r 19) (pos-c 18) (contains Seat))
(prior-cell (pos-r 18) (pos-c 18) (contains Table))
(prior-cell (pos-r 17) (pos-c 18) (contains Seat))
(prior-cell (pos-r 16) (pos-c 18) (contains Empty))
(prior-cell (pos-r 15) (pos-c 18) (contains Empty))
(prior-cell (pos-r 14) (pos-c 18) (contains Empty))
(prior-cell (pos-r 13) (pos-c 18) (contains Empty))
(prior-cell (pos-r 12) (pos-c 18) (contains Empty))
(prior-cell (pos-r 11) (pos-c 18) (contains Seat))
(prior-cell (pos-r 10) (pos-c 18) (contains Table))
(prior-cell (pos-r 9) (pos-c 18) (contains Empty))
(prior-cell (pos-r 8) (pos-c 18) (contains Empty))
(prior-cell (pos-r 7) (pos-c 18) (contains Empty))
(prior-cell (pos-r 6) (pos-c 18) (contains Empty))
(prior-cell (pos-r 5) (pos-c 18) (contains Empty))
(prior-cell (pos-r 4) (pos-c 18) (contains Empty))
(prior-cell (pos-r 3) (pos-c 18) (contains Empty))
(prior-cell (pos-r 2) (pos-c 18) (contains Empty))
(prior-cell (pos-r 1) (pos-c 18) (contains Wall))
(prior-cell (pos-r 20) (pos-c 19) (contains Wall))
(prior-cell (pos-r 19) (pos-c 19) (contains Empty))
(prior-cell (pos-r 18) (pos-c 19) (contains Seat))
(prior-cell (pos-r 17) (pos-c 19) (contains Empty))
(prior-cell (pos-r 16) (pos-c 19) (contains Empty))
(prior-cell (pos-r 15) (pos-c 19) (contains Empty))
(prior-cell (pos-r 14) (pos-c 19) (contains Empty))
(prior-cell (pos-r 13) (pos-c 19) (contains Empty))
(prior-cell (pos-r 12) (pos-c 19) (contains Empty))
(prior-cell (pos-r 11) (pos-c 19) (contains Seat))
(prior-cell (pos-r 10) (pos-c 19) (contains Seat))
(prior-cell (pos-r 9) (pos-c 19) (contains Seat))
(prior-cell (pos-r 8) (pos-c 19) (contains Empty))
(prior-cell (pos-r 7) (pos-c 19) (contains Empty))
(prior-cell (pos-r 6) (pos-c 19) (contains Empty))
(prior-cell (pos-r 5) (pos-c 19) (contains Empty))
(prior-cell (pos-r 4) (pos-c 19) (contains Empty))
(prior-cell (pos-r 3) (pos-c 19) (contains DD))
(prior-cell (pos-r 2) (pos-c 19) (contains FD))
(prior-cell (pos-r 1) (pos-c 19) (contains Wall))
(prior-cell (pos-r 20) (pos-c 20) (contains Wall))
(prior-cell (pos-r 19) (pos-c 20) (contains Wall))
(prior-cell (pos-r 18) (pos-c 20) (contains Wall))
(prior-cell (pos-r 17) (pos-c 20) (contains Wall))
(prior-cell (pos-r 16) (pos-c 20) (contains Wall))
(prior-cell (pos-r 15) (pos-c 20) (contains Wall))
(prior-cell (pos-r 14) (pos-c 20) (contains Wall))
(prior-cell (pos-r 13) (pos-c 20) (contains Wall))
(prior-cell (pos-r 12) (pos-c 20) (contains Wall))
(prior-cell (pos-r 11) (pos-c 20) (contains Wall))
(prior-cell (pos-r 10) (pos-c 20) (contains Wall))
(prior-cell (pos-r 9) (pos-c 20) (contains Wall))
(prior-cell (pos-r 8) (pos-c 20) (contains Wall))
(prior-cell (pos-r 7) (pos-c 20) (contains Wall))
(prior-cell (pos-r 6) (pos-c 20) (contains Wall))
(prior-cell (pos-r 5) (pos-c 20) (contains Wall))
(prior-cell (pos-r 4) (pos-c 20) (contains Wall))
(prior-cell (pos-r 3) (pos-c 20) (contains Wall))
(prior-cell (pos-r 2) (pos-c 20) (contains Wall))
(prior-cell (pos-r 1) (pos-c 20) (contains Wall))
